"表166-H(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：桃 園 縣,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,合　計,58061,49612054,764159,772365,40710133,1841721,546007,172196,62888,3948343,32559,633573,5255,122854,32992893,41902613,32868
新屋區,新屋里,872,646888,11097,10809,515763,32141,11526,1156,907,48124,291,11458,0,3615,405680,537241,274
,新生里,1242,959019,26116,10191,782666,49332,11862,8167,1115,57899,59,9116,0,2497,617953,794305,257
,後湖里,449,347186,9722,2606,294853,11015,4201,125,292,19561,0,4076,0,733,230747,283079,67
,清華里,1190,894232,21596,6321,728337,27618,13313,1078,911,84513,20,8806,0,1719,568741,735100,292
,石磊里,584,423357,5239,7529,355454,11772,4720,922,498,32542,0,4465,126,91,275470,344027,831
,東明里,419,300890,8060,3189,253602,9544,3087,468,489,18933,0,2968,0,549,196321,243608,8
,社子里,413,305412,6518,4291,261415,11883,2407,1726,188,14339,58,2424,0,163,206888,250885,244
,九斗里,704,615278,8611,2087,440497,17210,5455,702,1586,100438,351,5981,0,32360,342906,517969,181
,埔頂里,816,567826,9048,1744,477047,17607,6356,782,468,47899,0,6624,17,235,362622,453402,425
"表166-H(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：桃 園 縣,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,頭洲里,1246,973074,26848,13350,790175,34076,18670,5980,966,70306,3044,7171,0,2489,619539,802451,162
,大坡里,349,274659,4127,2109,229945,9778,1003,1449,296,22094,338,2921,0,598,181744,226458,50
,望間里,381,277188,5609,2561,231996,10907,2442,419,164,20025,0,2432,0,634,180420,225611,111
,後庄里,289,217090,4367,5519,175577,6933,3838,241,122,17142,89,3260,0,0,136213,177726,4
,槺榔里,296,189277,6933,694,157015,5736,1106,142,117,14254,940,1999,0,341,117022,149283,2
,深圳里,143,99682,1729,1452,83832,3877,2133,120,59,5566,0,915,0,0,63952,79803,3
,蚵間里,226,149643,4397,675,128034,4515,2540,21,129,6181,0,1283,0,1868,96777,119634,1
,笨港里,251,179708,4298,1625,152293,6364,3118,290,158,10241,0,944,0,378,120048,147845,6
,永興里,247,171157,6493,1434,132995,6528,2806,85,238,18353,0,2125,0,101,101366,139528,24
,下埔里,168,120321,2987,998,98671,5927,1440,47,192,8013,15,725,0,1305,75227,96877,2
,石牌里,232,147710,2600,293,129162,4217,931,89,141,8291,0,1282,0,703,97206,115754,10
,下田里,484,326588,4897,808,269861,10438,3516,463,737,29715,0,3023,0,3128,207267,263989,96
,赤欄里,349,264452,2220,2092,226028,8536,7245,685,257,15469,0,1682,0,238,177349,215773,1
,永安里,649,435654,6761,3896,367039,15774,8791,229,424,27510,0,4370,0,861,281612,350640,26
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,11999,8886291,190271,86274,7282259,321727,122507,25386,10453,697409,5204,90050,143,54608,5663071,7270988,3079
觀音區,觀音里,816,572803,14696,4185,494724,22314,6532,936,617,19136,0,9375,0,287,384302,462380,81
,廣興里,380,274027,3903,3234,230937,10049,5599,251,157,18011,0,1738,0,147,176640,219917,11
,白玉里,302,208814,7120,434,173752,5649,1646,3285,168,14804,0,1871,0,85,131041,169011,13
,武威里,256,182325,2142,1572,158211,5182,519,297,117,12589,144,1346,0,207,123667,147781,4
,大潭里,455,308503,5961,2182,263040,9340,2203,401,257,22742,0,2310,0,65,200454,246414,22
,保生里,587,413517,4602,3381,359450,11083,3077,731,431,26587,0,3961,0,213,280879,334946,213
,三和里,232,190290,2278,1441,170442,4094,187,179,171,5869,0,5350,0,278,137901,157749,142
,新興里,220,155348,4316,1183,127287,3890,2175,396,641,13315,0,1605,0,540,98403,126464,2
,新坡里,787,586997,12986,4790,459520,20303,8961,2982,575,61484,0,6447,0,8949,358346,485823,414
,廣福里,646,452425,9807,5855,367417,12783,14119,1649,345,34613,0,5769,0,68,281162,366170,140
,金湖里,782,617291,7551,4914,523380,18266,4291,864,3022,37739,1010,15712,0,541,407892,501804,51
,坑尾里,479,340924,6817,3167,294012,8669,1800,708,264,20533,0,4788,0,165,225038,271950,96
,藍埔里,719,558546,9516,12836,461637,15030,3172,512,863,49226,30,5294,0,431,360389,457687,136
,大堀里,442,337582,6485,562,292486,8211,5246,547,1110,19512,0,3161,64,197,228385,273422,271
,大同里,958,759266,12513,4408,640308,22283,8705,1307,968,49952,90,13153,38,5541,506280,625238,807
,上大里,705,535229,9179,5402,440626,17903,6161,1655,509,48090,0,5180,99,425,342596,437123,427
,崙坪里,1439,1085718,25135,12908,891715,35630,6688,2859,1122,89701,884,15068,42,3967,695289,889292,533
,保障里,625,458599,15231,4389,363984,14858,7402,1527,556,41633,786,6951,0,1284,279213,373828,20
,草漯里,566,424939,19179,4780,315286,15585,10397,2595,391,48887,0,6844,0,995,244403,354303,2
,樹林里,987,674383,12731,3948,584836,12562,11131,1823,512,35994,0,8512,0,2334,444969,534517,180
,富林里,570,401148,8588,1237,350177,9169,3130,638,411,22100,77,5084,0,537,267701,318676,17
,塔腳里,256,194175,8328,4814,144840,7786,2474,224,82,23648,259,1450,0,269,110327,160170,18
,富源里,1194,927277,18628,7869,793834,23904,8362,3583,1495,57054,1562,8718,0,2269,623854,757298,319
"表166-H(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：桃 園 縣,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,草新里,1638,1305357,11123,8294,1165176,25991,6008,1967,1216,68660,331,15099,137,1356,914349,1054971,425
,其　他,1,432,0,0,429,0,0,0,0,0,0,3,0,0,321,324,0
,合　計,16042,11965915,238814,107787,10067505,340535,129986,31917,16003,841878,5171,154789,380,31150,7823802,9727258,4346
復興區,長興里,77,55821,1990,463,49580,1464,465,298,31,971,0,443,0,116,38868,45109,12
,三民里,319,219405,3629,2465,183307,8073,4554,869,201,14890,0,1222,0,195,144480,180578,77
,澤仁里,240,180483,3273,6325,156682,7711,1406,275,110,2392,0,2305,0,3,125254,149056,0
,霞雲里,65,47803,4719,41,38813,894,1828,0,12,1116,38,343,0,0,29372,38755,1
,義盛里,92,63279,509,205,57441,2128,903,79,24,1851,0,139,0,0,45646,51484,56
,高義里,89,49294,2057,168,45655,93,69,145,108,863,0,134,0,0,33467,37106,45
,三光里,79,53674,3995,345,46552,1300,983,165,8,78,0,246,0,0,36019,43141,0
,奎輝里,91,60601,845,196,57034,1520,135,379,26,196,0,246,0,24,43978,47545,2
,華陵里,134,106080,6395,506,82011,5168,5430,216,291,4805,0,343,0,915,64062,88131,127
,羅浮里,168,120181,3289,277,101103,4679,963,407,185,8541,0,723,0,14,78995,98074,7
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1354,956621,30702,10992,818177,33031,16735,2833,999,35704,38,6144,0,1267,640142,778979,325
其　他,其　他,119,108372,2373,406,85667,4768,1307,1017,2062,6512,0,1256,0,3004,71135,93840,43
,合　計,119,108372,2373,406,85667,4768,1307,1017,2062,6512,0,1256,0,3004,71135,93840,43
