"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,漳洲里,150,82441,2707,35,70577,1843,380,146,40,5329,0,1385,0,0,51941,63805,2
,子龍里,320,222429,8383,1522,183584,9637,4211,600,161,11401,23,2761,0,145,144821,183666,297
,三協里,238,184195,4732,751,136581,6476,2789,183,113,22367,0,959,0,9245,107041,154655,125
,民安里,368,252911,9018,2574,208905,8484,2783,479,169,17497,0,3003,0,0,163153,207159,28
,龍安里,258,171591,4494,2258,134342,7007,1316,156,206,20104,0,1288,0,421,104215,141751,93
,蚶寮里,144,83287,3500,688,69791,3626,1158,58,60,3748,0,564,0,93,53357,66853,44
,通興里,201,116081,4617,162,98500,4989,641,133,150,5991,0,843,0,55,74795,92376,1
,嘉福里,194,123049,1110,1596,109386,4427,369,146,186,5159,0,628,0,41,86060,99723,35
,忠仁里,786,560062,13461,14631,443656,38373,6886,547,650,33080,30,7338,27,1383,353747,470153,566
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,14449,10908971,272579,197698,8715832,542007,115905,24684,11324,888677,3256,112528,744,23738,6986549,9179978,7763
西港區,西港里,906,647818,26354,8950,524405,19788,3734,390,654,56507,0,6609,0,427,411750,535162,332
,南海里,619,395466,17663,4382,319471,17718,2039,620,336,29026,0,4106,0,104,245934,321929,83
,港東里,376,244794,6064,2286,194431,6661,944,421,346,31778,62,1755,0,46,147918,198745,130
,檨林里,315,190696,6965,440,153551,6036,805,194,109,21087,0,1508,0,0,116514,153658,61
,後營里,337,205787,7957,1435,170810,10343,485,156,505,12360,44,1636,0,55,131197,166174,99
,營西里,305,222646,11745,4020,175935,7952,1563,233,124,18440,345,2220,0,68,138386,185097,0
,金砂里,176,111461,6339,788,91479,3879,737,69,154,7461,0,549,0,7,70197,90180,6
,劉厝里,286,171821,4163,902,145361,5550,1949,179,266,11492,0,1961,0,0,109918,136379,54
,竹林里,230,156552,2957,1050,131224,4986,1681,0,140,13031,0,1472,0,11,103333,128661,47
,永樂里,194,120048,3512,1016,100320,3425,191,58,84,10658,0,783,0,0,75924,95652,5
,新復里,213,142802,8888,1249,99522,6046,2318,211,78,23144,0,1063,0,282,75261,118541,94
,慶安里,1312,913650,33611,16047,713252,42365,12457,435,1068,83741,98,9235,339,1002,558041,758439,1093
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,5269,3523539,136219,42565,2819761,134749,28903,2965,3865,318726,549,32895,339,2001,2184373,2888616,2003
七股區,後港里,93,52091,1245,513,40078,4044,0,48,125,4943,0,900,67,128,30288,42301,425
,大潭里,126,69042,357,87,57711,3823,291,0,43,6406,0,312,0,11,44501,55832,3
,頂山里,128,77678,1338,29,68159,2776,48,0,50,4766,0,512,0,0,53663,63181,26
,西寮里,46,24459,916,135,21726,431,88,0,22,810,0,311,0,20,16459,19192,8
,城內里,77,60851,376,226,46704,2167,943,62,45,10108,0,190,0,31,38142,52289,0
,篤加里,150,105688,3672,85,87294,2357,2368,52,60,9227,0,568,0,4,68377,86770,44
,中寮里,107,70839,2498,1990,55066,3562,218,175,51,6659,0,620,0,0,44048,59821,25
,𥂁埕里,51,35059,4439,24,26380,1090,428,13,24,2372,0,252,0,36,20493,29171,0
,七股里,199,128223,3783,2176,104803,2143,1163,260,152,12635,0,1107,0,0,81046,104466,176
,溪南里,65,49563,3366,392,40901,878,75,99,24,3393,0,434,0,0,33769,42431,1
,玉成里,170,104334,1117,719,90598,3556,263,35,94,6006,0,1892,0,53,72717,86213,12
,大埕里,383,242806,13931,1174,202271,9416,873,255,219,12177,401,1990,0,100,156846,197381,61
,大寮里,195,113284,4240,2603,97101,1940,327,171,55,6101,0,745,0,0,74018,90202,3
,看坪里,132,83435,2595,239,67408,1410,396,897,95,10038,0,322,0,34,50665,66692,11
,樹林里,250,158205,2338,550,136444,3513,1117,122,110,12829,0,817,59,306,105670,127431,286
,竹港里,146,89134,6812,528,63569,3592,3197,0,29,10318,0,544,0,544,46347,71912,0
,竹橋里,126,83231,773,5191,65710,3616,394,0,105,4819,0,2297,0,326,50090,67611,5
,義合里,245,162260,3716,2005,135892,6980,516,111,356,11722,51,826,0,85,106410,132778,14
,槺榔里,144,86331,395,1631,71973,2405,466,241,340,8217,14,594,0,57,53716,68074,0
,永吉里,170,102471,5333,188,86989,2440,420,0,139,5535,0,1353,0,75,66163,81646,85
,三股里,205,121944,3006,3251,101065,3804,451,158,69,9167,0,860,0,112,78041,98919,29
,十份里,196,129365,4961,2096,89768,2896,556,3851,179,13000,10761,951,0,345,69160,108757,5
,龍山里,260,153218,6808,1495,120627,4370,784,25,47,12069,0,6896,0,97,92925,125515,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,3664,2303509,78014,27329,1878237,73210,15382,6576,2433,183319,11228,25294,126,2363,1453554,1878585,1219
將軍區,長榮里,278,164911,4096,669,138665,7285,1457,141,127,11082,0,1296,0,93,108195,134442,168
,西華里,366,237395,11006,2875,193475,15244,1390,257,258,10850,0,1990,0,50,149553,193473,48
,西和里,197,133369,4015,2251,109928,3428,212,0,194,12170,0,1119,0,52,87245,110686,0
,忠興里,403,246338,5604,4332,208671,10055,1545,174,272,13209,0,2461,0,15,159684,197350,26
,嘉昌里,155,101698,4495,577,78441,4319,1268,0,89,10810,145,1330,0,224,59965,83222,0
,保源里,201,112267,1491,1681,95720,4824,609,72,123,6651,0,896,0,200,72304,88852,56
,苓和里,225,155719,3492,2453,124471,9830,1201,362,126,12689,0,974,0,120,96355,127602,10
,仁和里,115,78977,4167,720,62268,4169,2132,0,47,3777,0,1636,0,61,49018,65728,30
,北埔里,81,53485,1838,1467,41088,1012,1282,0,28,6554,0,202,0,13,31763,44160,1
,將富里,121,84236,1483,92,67991,5161,303,1752,70,6881,0,443,0,59,53148,69392,185
,將貴里,93,63811,809,17,50081,3124,2871,170,78,6303,0,358,0,0,39324,53054,0
,三吉里,81,44801,1640,286,39234,1089,185,0,25,1925,0,336,0,82,30184,35751,0
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,玉山里,113,66546,411,990,53129,1728,542,96,18,9188,0,371,0,72,41298,54715,1
,廣山里,89,56884,2672,628,44516,1421,492,0,31,6939,0,185,0,0,34307,46675,1
,長沙里,250,130044,3564,699,110325,2892,1561,145,162,9874,0,679,0,144,83167,102886,4
,平沙里,195,110516,4836,512,94905,3371,351,29,117,5672,0,586,57,79,73361,88972,262
,鯤鯓里,346,206127,2770,2387,184277,5319,415,393,129,6376,0,3456,0,604,142582,164432,5
,鯤溟里,126,71611,1549,2817,61321,1394,158,94,38,3491,0,748,0,0,46625,56914,57
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,3435,2118734,59939,25454,1758505,85664,17974,3684,1934,144441,145,19067,57,1869,1358077,1718306,854
北門區,北門里,153,91531,784,698,80643,3135,619,410,108,4404,0,730,0,0,62535,73424,42
,永隆里,82,50436,2488,1177,38417,2503,194,0,28,5310,0,318,0,0,29834,41852,3
,永華里,59,41190,223,26,32655,2178,457,0,18,5203,0,237,186,6,25312,33847,446
,玉港里,133,84419,2828,183,71916,2636,213,15,66,6004,0,558,0,0,55571,68074,9
,東壁里,156,93353,4650,172,83287,1631,262,139,45,1909,0,605,503,150,64814,74879,908
,鯤江里,156,97738,2667,2625,81198,5811,516,0,37,2815,260,1049,0,761,64171,80711,3
,保吉里,302,184002,4065,949,153488,6022,1907,227,146,14932,81,2011,0,175,118235,148749,14
,雙春里,80,44432,1957,228,36039,1535,396,0,21,4061,0,148,0,47,27764,36157,0
,錦湖里,149,101167,4139,1008,85459,3925,224,0,141,5792,0,467,0,12,67347,83056,0
,慈安里,134,85016,385,351,75811,3336,686,296,179,2269,0,649,0,1055,59559,68764,58
,三光里,225,142247,1835,582,124664,4131,1934,1091,205,5492,0,2305,0,9,96860,114443,10
,中樞里,140,88811,2259,648,72356,4409,425,268,45,7760,0,634,0,8,55242,71698,25
,仁里里,126,74669,932,1098,61747,4250,555,45,42,4651,0,1313,0,34,46501,59424,6
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1895,1179012,29211,9747,997680,45503,8388,2491,1081,70601,341,11025,689,2256,773745,955078,1524
學甲區,仁得里,1149,803985,17976,23376,636088,47215,9094,1287,978,57844,319,8514,36,1258,506573,672886,581
,新榮里,589,406447,7443,2378,350326,14890,751,307,543,25689,286,3752,0,82,275802,331923,220
,光華里,311,176446,993,773,154934,4373,1708,110,181,11377,155,1740,0,103,117775,139287,178
,宅港里,169,107716,3760,708,94456,3621,323,0,97,3989,0,623,0,138,73991,87252,0
,明宜里,551,398329,11402,4650,303538,17674,2043,241,344,54523,122,3443,0,349,238838,333629,34
,慈福里,519,371967,5083,3022,306182,16655,5153,321,355,29839,0,4394,0,964,243693,309478,142
,新達里,578,395615,12387,3325,312862,19007,5558,495,433,36562,0,4539,0,448,248555,331311,169
,大灣里,292,202079,5356,849,169707,7875,2677,897,346,12434,0,1887,0,53,134473,166845,22
,中洲里,364,233180,4590,2831,192857,10885,1750,290,331,17467,0,2103,0,76,149849,190172,111
,平和里,215,132503,3742,2928,108720,6220,1704,26,97,7281,0,1361,0,424,84579,108362,8
,豐和里,272,165824,4126,301,144851,5109,1729,229,287,7973,0,995,0,224,113315,134288,0
,三慶里,307,192226,4985,874,153303,8388,629,231,148,20234,46,3373,0,15,117601,156525,65
,秀昌里,637,461475,6728,3823,367944,18372,1337,192,456,55227,0,7284,1,110,288994,382525,466
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,5953,4047792,88569,49836,3295767,180285,34456,4626,4595,340439,929,44008,37,4244,2594039,3344483,1996
新化區,武安里,584,435520,8402,6126,349420,29315,6573,444,421,29968,0,4205,0,646,280955,367972,372
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,東榮里,1097,934576,15510,8655,667646,53838,6602,2096,941,170562,351,7324,325,727,529592,799609,1908
,護國里,527,390201,9132,7866,297783,24468,6160,247,232,36734,47,6610,0,922,234984,327403,127
,太平里,1181,897811,31366,13485,730781,46809,6383,471,1083,55986,623,9747,0,1075,578923,748028,579
,中央里,117,76290,2131,2227,54159,6329,1397,77,52,8487,0,513,170,749,43202,65332,435
,觀音里,130,107990,3459,3523,81207,4746,518,85,546,12138,0,1472,21,275,66683,93453,623
,竹林里,109,73567,709,139,60212,3977,406,347,85,6487,0,337,0,867,46980,60655,10
,清水里,262,176084,12357,7870,128321,7884,2743,134,154,15092,13,1260,0,257,100321,148084,69
,協興里,979,669283,17780,14165,541662,33999,8624,352,1039,43672,733,6738,0,519,425304,554090,155
,唪口里,585,435909,15264,2465,366485,15695,2221,418,368,27859,114,5020,0,2,289584,359482,313
,北勢里,416,273937,4714,767,245160,7291,842,434,191,10987,16,3491,0,45,190040,219613,1
,豐榮里,849,659856,31392,12484,495073,31495,8612,380,663,68479,0,9821,0,1456,387628,553542,436
,全興里,817,736744,16918,14417,599081,26348,5239,2085,952,56701,172,13671,122,1037,491303,628844,1033
,崙頂里,475,350613,21572,3065,273700,13539,3133,237,325,17062,15120,2843,0,16,214003,290916,236
,知義里,462,338114,10171,3169,246236,13420,1010,931,362,59521,0,3192,0,102,191892,283770,236
,山腳里,363,254001,15920,802,213338,9885,1028,196,351,10063,0,2269,0,149,166050,207464,189
,大坑里,64,41078,1660,843,30386,2111,1714,198,30,4051,0,85,0,0,24021,34712,0
,𦰡拔里,529,346274,6475,2383,299349,17353,2287,22,512,15020,0,2837,0,35,231905,280098,102
,羊林里,194,124723,6072,911,103334,4817,234,33,106,7345,0,537,0,1333,77480,99189,0
,礁坑里,156,105241,1913,760,81773,6202,761,57,109,12947,39,679,0,0,61891,86650,132
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,9896,7427813,232917,106123,5865106,359524,66487,9245,8521,669160,17228,82649,639,10212,4632741,6208906,6955
善化區,東關里,367,393377,8506,12811,311704,18067,4948,1171,465,29790,307,5222,0,383,268018,349690,183
,文昌里,799,689368,19073,15424,506389,36238,12845,4548,538,83427,0,9879,0,1009,412385,595365,123
,南關里,506,418399,10252,5203,338171,17152,5591,938,343,37339,13,3280,0,117,273300,353894,33
,西關里,198,153291,3666,1421,118021,9922,3138,114,55,14505,0,2450,0,0,94450,129720,7
,北關里,141,124842,2584,2110,105962,6433,890,123,154,5324,0,1262,0,0,87993,106873,10
,文正里,471,457940,12104,4934,386897,14987,8792,253,513,20591,0,8720,0,149,320657,392197,67
,坐駕里,1317,1257591,18623,15015,1037579,56546,11618,5322,1251,92501,308,18173,1,653,868504,1088516,503
,胡家里,304,202395,3904,1350,171806,6392,819,134,779,15155,0,2050,0,7,132418,163007,15
,胡厝里,413,311152,9364,1968,262779,11789,1225,372,270,19968,46,3142,0,226,208424,256797,61
,什乃里,341,258076,4073,1690,230524,5802,590,0,304,12006,0,2794,0,293,182328,209881,260
,溪美里,518,569583,6579,2196,449213,24119,4249,877,308,73613,0,7590,0,840,377240,497967,162
,六分里,169,132853,5739,1015,111421,3427,878,251,106,9092,0,924,0,0,90005,111438,91
,田寮里,447,321867,9146,938,278229,11712,1376,160,255,15965,26,3989,0,71,218541,262179,23
,六德里,269,179621,4255,469,151976,6970,1324,324,146,12679,0,1434,0,43,116281,143926,47
,東昌里,239,171483,5356,2466,141357,8076,956,178,185,11036,0,1833,0,40,110563,140689,92
,東隆里,227,169774,4874,1129,148422,5465,179,975,177,6002,141,2365,0,44,116953,138305,18
,牛庄里,462,485593,7004,3101,283676,12931,1026,335,381,173981,16,3073,0,68,225937,427854,14
,嘉南里,253,183438,3528,1386,149321,9053,1786,181,279,15947,82,1848,0,28,115794,149911,3
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,嘉北里,408,300542,4415,746,253145,10697,2275,74,332,25603,0,3229,0,27,198577,246506,4
,小新里,2131,2374005,45009,12852,2049889,62627,9580,8137,2121,144002,319,34559,62,4849,1742042,2066961,559
,光文里,1873,1894964,43130,35141,1490338,87909,20387,6373,1896,180541,405,26222,170,2451,1252319,1656946,716
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,11853,11050155,231182,123367,8976819,426316,94471,30840,10860,999068,1664,144038,232,11297,7412731,9488622,2989
新市區,新市里,867,717707,12644,17692,523388,34302,15299,4235,675,98942,249,9217,155,909,415698,610017,524
,新和里,2071,1695027,57628,20045,1287623,76337,30996,2108,1318,189405,1488,27134,0,944,1027212,1434616,626
,社內里,643,496518,11982,4800,402908,17164,12876,893,455,37793,34,4647,0,2966,314612,408223,147
,大洲里,171,110388,4599,625,95823,3108,948,238,141,3918,0,728,0,259,74878,89443,9
,豐華里,256,166880,4047,1103,136105,5489,3268,230,165,13720,0,2617,0,137,103183,133957,23
,三舍里,467,489564,9420,2814,391631,13108,3843,2958,238,52238,0,13129,0,185,326862,424795,103
,大營里,1006,797330,16601,4325,661301,26911,6905,569,785,60384,0,19332,0,218,523759,659788,318
,大社里,1364,1076857,15370,7079,915303,32047,8955,1007,1550,83489,39,11609,29,380,718451,880321,545
,潭頂里,491,349800,12017,2305,280309,13840,4528,243,494,32014,1382,2631,0,35,214554,284389,9
,港墘里,1099,736300,19012,9311,603628,28719,5841,864,582,55838,48,11563,0,894,463104,595777,219
,永就里,942,742303,26215,6964,592450,21682,11457,3561,828,71961,0,6064,0,1121,469244,619097,65
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,9377,7378674,189535,77065,5890469,272706,104914,16906,7232,699702,3241,108672,184,8048,4651557,6140421,2588
安定區,蘇林里,557,412926,9298,1507,325154,19037,2369,1209,224,46566,0,3983,0,3577,251596,339368,115
,蘇厝里,544,400393,12491,2361,332243,16117,3132,1221,439,28377,0,3845,1,166,258615,326765,437
,安定里,400,283818,10385,4597,230583,13463,2124,496,224,19445,11,2349,0,141,178970,232623,50
,保西里,212,165049,3081,6183,128976,8788,3273,0,119,12674,0,1716,0,239,101819,137892,10
,安加里,328,282565,10143,1876,213061,9008,2204,0,200,43734,0,2267,1,71,168959,238463,320
,港尾里,387,280167,10500,2718,224546,9530,3846,369,197,25157,51,2434,121,697,172910,228409,431
,中榮里,488,418581,6092,9053,361286,8023,2682,2855,348,21153,0,6877,0,212,293807,351103,62
,港口里,739,549729,20883,9865,445869,15585,4603,288,410,44954,212,6422,0,639,348545,452406,123
,港南里,671,438150,18123,6685,349644,11836,6058,239,612,41487,48,3129,70,219,262879,351341,296
,六嘉里,386,225149,16727,2198,175790,5326,2295,470,195,19387,31,2721,0,9,130521,179880,136
,新吉里,637,490320,26858,4080,386025,13674,7068,590,429,43376,39,7722,0,459,301860,406154,180
,海寮里,648,457309,31840,3930,353212,14310,7815,965,551,40842,0,3800,0,43,272820,376917,285
,南安里,163,133010,2654,281,95379,8168,2405,64,174,23565,0,299,0,20,74427,112058,26
,中沙里,180,287320,9469,395,84005,11105,3629,364,69,177891,0,393,0,0,62712,266027,28
,大同里,174,103607,7086,1043,73148,4304,3787,146,80,13529,0,465,0,17,51873,82332,5
,管寮里,235,150432,4903,480,123755,6359,2574,193,107,9883,0,1004,0,1176,94382,121059,48
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,6749,5078526,200532,57252,3902677,174634,59863,9468,4379,612021,393,49427,193,7686,3026695,4202796,2552
山上區,山上里,246,158104,3313,823,133130,7116,1388,152,111,8337,18,3716,0,0,101572,126546,13
,南洲里,434,296587,4859,2770,234754,17725,3602,416,145,26043,0,6144,0,130,180913,242745,13
,明和里,468,374933,7408,1829,269315,11188,4042,77,149,77793,0,3113,0,19,206557,312175,185
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,新莊里,276,187459,660,984,163959,5350,4426,137,261,9746,0,1936,0,0,124964,148463,4
,玉峰里,93,56930,1405,65,48746,2075,463,0,33,3578,72,494,0,0,36371,44556,0
,豐德里,77,50732,2848,128,38273,701,1626,0,34,3319,0,3803,0,0,28286,40745,0
,平陽里,75,46360,1268,19,40029,2092,237,125,248,2166,0,175,0,0,30568,36898,25
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1669,1171104,21761,6618,928207,46247,15784,906,981,130982,90,19380,0,149,709231,952128,241
玉井區,玉井里,224,162771,4893,6307,125952,10729,1105,46,302,11541,67,1619,0,209,102789,139608,75
,玉田里,932,667252,22191,8664,518649,46330,9031,565,924,51243,1262,7248,54,1092,415100,563954,501
,中正里,232,153457,2138,2929,132633,7067,898,291,67,5000,0,2358,0,75,105313,126138,163
,竹圍里,287,178388,2618,1246,149117,9660,249,2648,137,10422,0,2175,0,116,116816,146088,3
,沙田里,92,63640,1521,413,47916,3308,215,156,8,7379,0,1691,91,941,36970,52694,311
,三埔里,82,58257,3196,247,46333,3602,712,109,3,3616,0,440,0,0,36294,48218,31
,三和里,131,92847,816,61,83832,2430,680,52,208,3541,0,1198,0,28,66737,75752,15
,望明里,262,169910,3187,283,145772,7787,159,253,143,11005,0,1314,0,6,112693,136831,6
,層林里,99,62503,1634,551,53780,1469,755,54,16,3756,0,395,0,92,42138,50861,0
,豐里里,169,108294,2662,1272,93320,5589,1399,21,69,3137,0,805,0,20,73159,88133,31
,其　他,3,1311,23,0,1245,0,0,0,0,0,0,43,0,0,921,987,0
,合　計,2513,1718630,44879,21972,1398550,97971,15204,4196,1878,110640,1329,19287,145,2579,1108932,1429263,1134
楠西區,楠西里,356,225520,6281,3442,185248,9819,3775,168,360,14528,55,1782,0,62,145213,185485,26
,灣丘里,180,108761,1666,1061,89283,3448,1910,59,144,8837,14,2222,0,116,68468,87946,98
,密枝里,86,68030,1525,3989,52886,1158,354,45,134,7376,0,490,0,72,41431,57032,0
,照興里,143,77557,776,1075,67910,3915,165,115,55,2021,0,1503,0,21,51115,60762,54
,鹿田里,162,104329,1780,733,89888,4374,610,40,35,6120,0,563,0,186,71449,85891,7
,龜丹里,102,70731,4683,1026,51225,2691,1289,38,61,9187,0,320,0,211,40373,59879,0
,東勢里,432,263974,8620,3926,218457,14989,2228,79,159,11998,138,3010,300,70,171388,217234,622
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1461,918903,25332,15252,754898,40395,10331,543,948,60068,207,9891,300,738,589438,754229,806
南化區,南化里,297,191921,5243,4071,159515,10626,701,139,101,9672,102,1606,0,144,124083,156849,29
,小崙里,124,73912,3219,77,61092,3356,112,0,68,5346,0,541,0,101,47241,60060,0
,中坑里,90,61484,2919,1708,49379,4164,425,60,31,2261,150,387,0,0,39052,51157,50
,北平里,71,44743,783,372,37141,2389,649,0,33,2885,0,491,0,0,29215,36817,0
,東和里,100,68733,2274,366,52073,2122,1232,119,24,9222,64,1174,0,63,39598,56257,15
,西埔里,144,89877,7021,2826,67527,3155,50,1040,1262,6522,0,467,0,6,50775,73532,110
,北寮里,202,132378,2826,470,97736,4661,5642,286,128,19593,0,1036,0,0,74063,109172,0
,玉山里,162,99428,5732,4371,72194,5099,2353,66,54,9193,0,366,0,0,54443,81677,50
,關山里,141,93998,4398,97,79524,1734,320,89,88,6981,0,768,0,0,60951,75425,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,1331,856473,34415,14356,676181,37305,11483,1799,1791,71675,315,6837,0,314,519420,700947,254
左鎮區,光和里,60,49759,655,450,32025,3046,1150,73,22,12065,0,272,0,0,25548,43281,21
"表166-D(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：臺 南 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,榮和里,108,68677,3209,1200,54592,6373,648,0,10,1221,0,1316,0,108,42034,56120,10
,左鎮里,80,46138,1031,126,39565,2435,13,31,64,2572,0,292,0,10,28888,35461,1
,中正里,156,112781,2805,2368,85790,10210,572,147,37,10016,0,763,0,73,67656,94646,18
,睦光里,78,50756,268,85,44075,1206,180,36,98,4291,0,225,0,293,34458,41139,0
,內庄里,73,50869,2712,209,40542,3354,108,43,26,3321,0,553,0,0,31010,41336,7
,岡林里,54,29014,2369,819,23183,925,56,0,7,1145,0,268,0,240,16663,22494,26
,草山里,33,19231,4158,20,13522,1043,24,0,7,182,0,88,188,0,10137,15827,448
,二寮里,26,15847,110,525,13012,322,153,0,1,1598,0,90,0,36,9191,12026,0
,澄山里,51,30740,3138,477,25260,565,16,0,34,1055,0,193,0,0,19703,25183,18
,其　他,1,50,0,0,47,3,0,0,0,0,0,0,0,0,0,3,0
,合　計,720,473862,20456,6280,371614,29484,2920,330,306,37465,0,4061,188,759,285287,387517,548
仁德區,太子里,1493,1031327,48794,12370,793584,35190,15224,2343,1133,112137,447,10233,0,-130,609702,847537,301
,土庫里,720,522282,31866,13209,379497,18388,9163,532,553,63604,1243,4071,0,157,295819,438557,252
,一甲里,895,820776,30125,7388,559497,31395,12403,1472,668,170176,259,5819,131,1441,446566,707844,924
,仁德里,2266,1977441,51005,29131,1598081,66070,29918,6493,2285,170319,266,18811,630,4432,1301109,1681979,2129
,新田里,953,718635,25483,7064,553088,22916,15695,945,849,83081,1438,6915,0,1160,430754,596300,166
,後壁里,2652,1998767,65014,28019,1593066,61236,20767,3852,3000,186498,1041,33114,0,3159,1250842,1657025,606
,上崙里,1395,1001427,39806,10550,817585,24362,4205,1507,1130,90352,76,10468,51,1335,633341,817438,375
,田厝里,357,237618,4182,1443,173658,8223,3800,224,341,42418,0,3040,0,289,130780,194740,124
,三甲里,212,167375,9953,1119,127140,5402,2093,392,260,17883,0,2049,0,1084,100330,140565,95
,保安里,808,647954,18969,5904,434891,20009,10116,379,603,152072,68,4309,0,634,336515,549578,216
,二行里,581,488095,26545,4366,317018,18551,10454,644,430,106003,49,2879,0,1156,246194,417271,41
,大甲里,594,394861,26788,4476,308970,12253,2225,415,501,34949,0,4064,0,220,237275,323166,140
,中洲里,356,256989,12414,965,197892,9303,1937,360,178,31667,0,2259,0,13,153166,212263,183
,中生里,338,236307,4365,2197,195318,9965,1427,64,335,16745,0,5837,0,53,150742,192521,156
,仁和里,232,144871,2416,1704,121570,13691,164,787,54,3046,415,836,0,187,95958,119259,12
,成功里,1250,1014811,20605,10974,774381,49413,6526,1492,820,138430,431,8147,272,3320,623522,863941,1407
,仁愛里,420,345146,14166,3926,269453,21504,4056,3085,368,24419,82,1976,0,2112,217446,293139,102
,仁義里,2946,2425457,87223,42909,1813560,93221,42826,4086,2433,310525,107,23594,217,4755,1444970,2057307,1512
,其　他,4,3389,2000,10,637,2,0,0,0,739,0,0,0,0,363,3114,0
,合　計,18472,14433527,521719,187724,11028888,521095,193000,29072,15940,1755064,5923,148422,1301,25379,8705393,12113544,8741
歸仁區,南保里,1902,1453768,36654,17620,1149460,53936,18928,1315,2016,154647,187,18325,0,679,902379,1206688,376
,六甲里,995,727967,20382,8476,583574,22055,10275,337,960,71748,77,7732,576,1776,454506,599196,1239
,歸仁里,716,614708,15995,8281,471467,30826,9456,636,745,69309,99,7102,0,791,380604,523845,232
,後市里,1029,869113,25701,28481,597568,40525,21091,686,899,138377,0,14381,0,1404,472994,744916,589
,辜厝里,956,726086,18588,16257,571579,23536,9331,1100,1447,72851,229,10816,0,351,447798,602995,286
,許厝里,942,709495,17514,13582,558844,31241,7522,1222,785,65628,176,12519,0,462,441800,592647,199
,看西里,624,513130,20053,4480,401090,16590,2761,1228,495,61980,129,4192,0,131,317621,430013,364
,看東里,559,410136,11951,2842,339733,13388,1780,93,481,36734,0,2962,0,173,265001,335404,103
