"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,華翠里,1156,1050155,13605,21666,848454,45874,17914,13109,1232,75524,956,10048,4,1768,702954,904654,1017
,福翠里,364,243413,3083,2122,211937,6898,1394,626,482,13341,368,1094,435,1632,168025,199501,872
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,九如里,787,635760,12912,8950,474071,24068,20416,1183,752,85285,984,5353,363,1423,380197,541804,1494
,埤墘里,1218,1143366,16942,20425,897719,57869,19445,3043,1577,109603,211,12441,0,4090,742210,987856,657
,廣新里,888,639732,7926,7458,531221,22418,18187,4484,719,40934,240,4685,223,1237,420954,529512,696
,福丘里,1731,3539980,28054,103209,1605074,164141,190222,38411,1554,1362513,7537,32428,298,6538,1408200,3343107,3819
,廣德里,2142,2017320,15548,34871,1515516,100929,49476,10087,2196,250404,1268,32946,154,3925,1247396,1749196,2492
,福祿里,1209,1102219,5656,27553,886810,66236,24544,2311,1619,67577,842,14942,429,3700,735473,950805,1924
,華興里,1312,1187899,7105,12087,994419,51705,13331,4350,1458,79552,6203,15695,207,1788,825088,1018484,2067
,聚安里,1511,1073989,14630,13325,907954,31841,12410,1815,1623,73384,0,13960,86,2960,725577,891611,1038
,龍翠里,1592,1563761,21418,22495,1216491,58597,30112,5690,2399,180850,62,24395,621,630,1017116,1364382,2453
,柏翠里,1231,1341703,11981,31247,959367,67553,49197,12881,950,179388,1015,24450,174,3500,815340,1197615,1927
,文翠里,1276,1107139,16801,15082,805953,49401,26875,4882,4074,163650,120,8727,395,11179,657112,958290,2281
,青翠里,833,606396,7277,8046,512303,24827,4611,1694,583,39501,90,6016,154,1293,410872,504964,963
,香社里,1262,973551,12496,14250,808690,37971,14326,1006,971,71337,1081,10475,30,918,650219,815051,892
,大安里,1130,830872,27951,9442,667976,28792,13361,1826,767,68688,923,8358,26,2762,530107,693219,977
,東丘里,1321,1169556,13435,24544,911661,57344,25445,4370,1170,110159,4146,9519,546,7216,751921,1009806,2509
,華德里,2261,2118435,29907,27847,1787131,77125,21296,12610,2047,125763,1748,26861,334,5767,1491151,1822353,3471
,國泰里,1114,1076412,11491,12687,875844,48671,11536,4603,1548,86876,234,19593,668,2660,732531,933099,2057
,光華里,928,833972,5461,31325,603262,54450,21617,5150,645,98067,1216,9714,307,2759,498227,728991,1493
,自立里,809,582618,6916,8381,490822,28536,4382,1180,530,36546,17,4928,95,285,393959,485695,838
,重慶里,2703,2214075,24798,48049,1827049,86072,31145,6980,3852,161398,438,22365,196,1733,1485943,1872788,1778
,港德里,1385,1075001,10288,17361,891414,51823,17193,2305,1323,70206,11,10477,185,2415,727412,911310,1343
,忠翠里,3402,4875726,50625,101842,3567569,187877,108141,23382,6228,712453,14069,68616,1613,33310,3121630,4431077,8932
,明翠里,1385,1067504,12336,17855,855331,52062,26122,2520,3235,86162,1305,8989,181,1404,692269,904408,1599
,滿翠里,804,543749,5839,6440,463085,21058,7152,803,669,32469,19,4565,0,1650,367441,448104,370
,新翠里,2556,2409971,28332,35095,1921165,93700,26510,31390,3030,237557,660,25877,602,6053,1598489,2087285,3936
,溪頭里,1753,1532259,19621,30164,1224678,65607,33179,3697,1650,128845,178,14608,58,9975,1007471,1315541,1513
,華江里,2360,2808175,31289,47698,2124530,116709,51786,26938,2972,365379,3175,28503,1183,8014,1828601,2512044,5134
,海山里,2354,2573073,24214,60793,1895343,124283,61106,12356,3249,337660,2204,46283,602,4982,1599160,2276876,2329
,大豐里,1418,1137843,9482,17575,928831,49609,15627,2021,1459,97016,1095,13352,35,1741,757015,966027,833
,吉翠里,1010,701790,14300,9237,577857,27330,16393,8192,735,36041,48,10273,252,1133,456267,580190,790
,民族里,1410,1473636,19708,33832,1127957,71097,43552,14330,3414,133725,2256,20729,179,2857,953767,1298435,1937
,信義里,1213,955595,16796,13668,779958,32920,15647,2899,774,67917,215,21830,0,2972,630971,806612,447
,純翠里,1667,1372278,17272,24008,1113064,50411,23632,5176,1726,108160,603,16806,885,10533,910153,1169492,3536
,長壽里,864,649022,8554,7150,539423,25883,11343,1276,662,47300,569,4658,677,1528,436463,545612,2078
,振義里,1133,914849,15208,18297,753227,38419,6074,1399,680,71528,830,7958,0,1229,610273,771895,796
,西安里,777,674730,6644,12205,519729,34794,21584,1138,988,70327,0,6207,0,1113,425054,580055,336
,光仁里,884,639265,8212,8818,504447,37518,21825,1817,1355,43389,43,10465,538,839,404144,538962,2046
,介壽里,916,743779,7342,10799,599817,36275,25260,2873,604,45924,0,12400,996,1490,489970,633819,2706
,仁翠里,800,523631,11789,6716,441902,17212,9565,1575,516,28625,657,3960,294,820,350643,432372,939
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,永安里,1039,914967,9630,7961,746256,32516,8025,4503,1087,92958,964,10094,159,814,614699,783403,1612
,懷翠里,1682,1301708,13460,10490,1106627,46710,12373,2357,2105,93201,336,12260,57,1732,897452,1092533,1014
,長安里,1385,1277211,10387,18254,1009469,53865,25852,2945,1000,131594,5029,16202,217,2396,832966,1101288,1156
,德翠里,2253,2018623,38882,14833,1707444,65832,11897,5507,2699,139597,1188,27535,60,3150,1405714,1716904,1367
,溪北里,1044,817065,7244,15322,656678,38724,22978,2501,907,62554,747,6706,0,2704,528176,688563,403
,華中里,1494,939501,19277,8817,793874,27880,9610,2457,1028,63942,0,9735,94,2788,613413,759040,793
,僑中里,1135,737599,14969,5662,625282,29257,2971,3987,1274,47881,41,4842,0,1432,483298,595615,325
,金華里,1156,836744,12011,7594,723182,29024,4186,2408,958,46522,132,8269,297,2162,580266,693732,1266
,華貴里,786,566494,8210,7308,488563,24455,3462,1464,2803,24927,0,4689,0,611,391127,469057,678
,華東里,2607,3105070,108135,78127,2227719,133980,64390,9959,4595,418917,3157,40179,1817,14097,1911168,2788261,8073
,福安里,767,509663,7447,6428,421385,20567,7351,1455,1652,38013,14,5044,0,308,328473,416751,204
,龍安里,716,451292,5279,4654,379925,19653,7800,496,998,28323,0,3467,0,697,293162,364529,281
,香雅里,801,605688,4637,8775,501645,26985,8226,1300,538,45521,354,6646,0,1061,406270,510312,605
,光榮里,794,642319,8365,10703,515269,35496,5548,3244,721,53037,243,8876,671,146,420915,547965,1924
,新生里,1359,1003748,6247,14046,851398,43532,8236,2047,1012,64588,243,10047,136,2217,682146,834496,961
,民安里,682,542986,6471,10523,428523,33490,14057,898,601,41245,35,6114,116,912,349777,464240,1006
,後埔里,1286,1628219,9196,33196,1023370,80522,66893,6599,1351,364327,2249,37379,132,3004,868414,1473263,1748
,五權里,1177,878901,8909,10744,740456,32696,6283,4024,988,67210,0,6304,141,1146,593066,731510,900
,華福里,665,552364,3497,6396,434303,28499,10549,1888,365,60208,257,5110,209,1083,354250,472283,1013
,大觀里,1091,724511,5730,7225,635257,20862,4074,3569,745,41501,0,4359,396,794,498113,587655,1086
,歡園里,357,234102,6192,4557,188737,8217,5724,452,805,15240,0,3466,0,712,144016,189381,152
,成和里,1903,1558181,23957,22240,1319602,41902,10670,9571,2720,100690,337,21330,3400,1761,1065388,1303846,6124
,溪福里,4092,3540499,37020,42464,2983981,103385,27789,12335,4342,286378,1430,33538,119,7718,2419805,2976559,1844
,堂春里,1243,920856,15360,12155,753800,35490,9880,3722,1118,77894,38,10436,0,965,592650,759706,441
,文德里,961,893345,8568,19585,739867,39928,6533,9800,1899,58294,36,6988,124,1724,615086,768564,866
,陽明里,888,741446,10773,14592,574634,37578,11425,1697,824,78509,19,7348,0,4048,470909,637721,964
,文化里,994,972944,9981,16801,724424,46637,24412,3141,1117,99850,848,35963,210,9560,608153,856673,2202
,朝陽里,953,679633,8081,10121,578077,27563,4288,868,693,42257,247,6519,61,857,463065,564621,769
,新海里,1022,663385,9959,10464,568601,19954,4800,1930,754,39514,0,6182,120,1106,445838,540502,604
,松柏里,682,588647,6396,6935,467059,23211,18907,7328,664,49807,201,4435,0,3704,384418,506006,372
,莒光里,912,868899,20878,18789,643606,42864,25689,3632,829,100318,173,9809,344,1967,531195,756360,2492
,文聖里,1174,1033860,15052,10100,839086,38047,15672,2170,755,100096,430,11387,21,1042,689136,883910,805
,富貴里,757,827510,2376,44371,559139,44925,27663,1186,466,132791,0,12821,0,1771,470583,738954,663
,居仁里,1021,815776,10964,6783,668643,32503,13181,5068,723,67121,0,9521,165,1104,540174,687307,945
,正泰里,988,771506,9804,17290,629843,32708,13372,1633,701,56104,0,8357,219,1475,507678,649340,788
,莊敬里,1328,1508828,33485,13950,1224588,62106,13518,4267,1344,139308,4,13270,8,2981,1042632,1326864,695
,民生里,718,660778,6900,16556,528923,26908,8786,2777,888,50546,24,17587,2,882,437798,569651,864
,東安里,712,533093,4289,4459,468307,17391,5689,373,686,25347,76,5741,0,737,377584,442370,115
,其　他,9,10024,3525,0,2894,143,15,232,13,3195,0,7,0,0,1967,9097,0
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,合　計,158142,144881666,1794241,2545788,111022023,6261085,2918081,709043,178762,16979408,161285,1763990,38842,509119,91494296,125348823,205896
三峽區,三峽里,84,62528,1758,225,49770,4190,2371,53,75,2852,0,998,0,238,40524,53283,58
,秀川里,170,115737,6183,525,92666,5955,1913,897,94,6473,0,453,0,578,73534,96606,3
,八張里,985,719874,10109,9399,600519,26171,4268,2043,653,54530,901,9637,0,1645,471973,592426,292
,中埔里,678,466297,10440,4867,402181,12780,2295,1546,579,25256,0,6211,0,142,310896,375767,30
,礁溪里,1493,1088924,16176,20300,880161,37370,14793,2804,1767,96980,35,9617,0,8920,689929,899291,447
,永館里,2025,1626444,23845,36715,1205556,76506,75249,6829,1507,172387,248,18594,731,8277,965407,1386240,2569
,鳶山里,2610,2071155,43735,26637,1662923,69187,41408,5205,2086,191001,2209,18593,58,8114,1332072,1740588,1809
,龍埔里,2407,1876177,35114,29836,1522625,64612,35455,10490,1845,150051,961,20514,99,4576,1219940,1574573,1399
,弘道里,291,195626,1378,3561,157092,4875,2453,472,207,21162,0,2890,0,1537,119413,157948,17
,大埔里,1059,802950,13496,8338,682704,29453,13874,1348,740,46988,494,4095,0,1420,544211,665929,132
,嘉添里,534,407541,12041,1812,293224,14958,10464,1816,505,53531,919,4211,2386,11673,226951,341016,3897
,添福里,302,199047,5323,1368,145946,5840,7119,1230,194,29125,0,2412,0,490,109394,162495,20
,溪南里,375,282133,5895,1613,208080,9942,5369,1018,191,43708,0,2757,0,3560,163809,237862,151
,溪北里,560,355459,6142,4580,293627,12712,6736,1029,222,26447,0,3111,0,852,222882,284714,6
,溪東里,823,549094,9609,3344,462630,12673,8497,1066,679,43141,13,5302,0,2141,352865,439489,272
,成福里,235,151356,1132,803,126301,3860,1972,1029,210,14781,0,716,0,552,96110,121166,126
,安坑里,294,185220,3050,2730,148661,7890,5492,565,299,13728,0,2327,119,358,112836,149277,527
,竹崙里,427,401550,10254,2837,202737,67894,13046,484,223,76741,68,7980,60,19228,154857,353670,434
,金圳里,106,61840,1338,1446,48032,878,2191,62,39,6934,0,920,0,0,35631,49439,1
,五寮里,153,87210,1953,1206,71733,3296,1811,896,107,5703,0,488,4,13,54263,70409,186
,插角里,147,103283,642,891,80143,4197,3756,57,47,12648,0,827,0,76,62279,85870,0
,有木里,106,85603,1632,366,45228,3578,6181,727,39,27092,0,612,0,149,34020,74396,4
,安溪里,1965,1568747,16916,12457,1264474,49570,14874,3955,4581,179158,5348,13154,395,3865,1003570,1309877,1708
,中正里,1246,846271,11529,8545,736313,20120,12250,1303,1028,44635,14,7650,505,2379,568884,679251,1165
,介壽里,1573,1010197,21744,16250,834264,33758,20916,4064,1083,53304,590,16278,0,7946,635372,811528,232
,二鬮里,904,638942,17182,7694,538843,16074,4739,1361,1375,44074,0,5657,26,1916,420503,522769,457
,龍恩里,1702,1911092,13153,24672,1553509,73432,26640,13030,3940,162679,4458,28588,379,6611,1329945,1687528,2641
,龍學里,4406,5511835,56421,67052,4089016,190917,89297,49849,10003,836567,18592,76406,1978,25737,3507052,4930194,11154
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,27660,23382131,358190,300068,18398955,862689,435430,115226,34316,2441676,34852,270998,6741,122990,14859125,19853600,29738
鶯歌區,東鶯里,274,214256,3213,299,165479,11813,3388,673,222,26676,0,1922,0,572,133893,182670,86
,西鶯里,731,554482,8485,5364,441344,23746,11610,360,1209,51991,392,8547,0,1436,349098,462236,207
,南鶯里,1654,1377414,22906,22509,1069143,64349,34978,2736,1078,140360,36,12678,1168,5473,861554,1169585,2812
,北鶯里,1236,1210337,14433,15458,967856,35236,7229,4263,1294,121489,95,14576,110,28298,801933,1044373,1413
,中鶯里,286,223203,2889,3107,183409,12179,3522,591,172,15088,0,1777,0,470,148769,188563,48
,建德里,128,85715,2404,1122,69411,1785,1412,3,113,8649,0,815,0,0,53254,69558,2
,同慶里,502,418210,15249,5464,290596,16382,13415,396,218,64704,0,3336,1,8449,231160,358772,198
,南靖里,998,700484,16006,10232,540143,26077,12958,1402,1052,86774,103,3605,364,1769,415178,575519,1129
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,尖山里,2035,1450638,40312,18427,1185645,39540,12996,3591,1119,132547,491,10765,0,5202,920101,1185093,593
,二橋里,2081,1512054,40206,11436,1278957,39416,15522,1866,1458,108842,0,12013,281,2057,994313,1227929,1263
,二甲里,246,166044,1740,4242,138436,3681,3731,403,144,11321,0,2149,0,198,105411,133020,23
,東湖里,73,55845,652,358,45357,2013,1402,0,19,5306,0,695,0,44,35917,46823,47
,中湖里,1637,1062287,17114,9273,901012,31117,10037,2743,1142,76232,37,13331,139,110,686605,848457,577
,鳳鳴里,1366,935186,24566,16899,782096,27337,10386,2137,1135,61428,200,7930,0,1071,602789,755879,360
,永昌里,2507,1858283,44232,28315,1486132,53974,16409,6195,1828,192248,2403,19350,8,7189,1152758,1526061,605
,永吉里,1500,960511,16354,17185,824722,23702,7092,2122,1152,57243,112,7459,171,3196,628977,765582,712
,鳳福里,1213,781205,20880,25323,654944,24953,7495,687,810,35867,281,7843,0,2121,499898,626495,928
,大湖里,1592,1157518,31787,9127,956255,42985,12405,3149,1163,77406,449,9953,0,12838,755125,956734,600
,建國里,1881,1341827,25937,19631,1108489,37664,13767,4304,5530,109872,442,12384,128,3679,865949,1100417,845
,鳳祥里,1393,930841,16140,12368,795956,27164,11152,2673,918,54043,0,6328,0,4100,612820,747705,270
,其　他,1,292,0,0,0,0,0,0,0,0,0,0,0,292,0,292,0
,合　計,23334,16996633,365503,236138,13885381,545112,210907,40295,21778,1438088,5041,157455,2370,88564,10855502,13971762,12717
樹林區,樹東里,358,289990,3763,2110,179437,16833,21979,874,321,61742,0,2369,0,561,143507,254060,78
,彭厝里,1511,1044959,11103,6970,869605,35017,7759,4417,708,102636,0,5540,13,1191,667096,842451,537
,樹西里,1689,1652964,13046,22899,1147661,83666,41476,4251,1380,316546,1910,16449,312,3368,939988,1445956,1669
,坡內里,444,289929,9017,1979,220037,8757,6173,1103,258,38263,0,1926,0,2417,166150,236685,96
,樹北里,283,258326,2743,5400,153116,17581,27823,1002,919,46999,378,1114,67,1184,123630,228840,527
,潭底里,1214,900871,19654,11820,659705,41576,30797,4816,832,123281,58,6292,0,2039,515764,756930,223
,󿾵寮里,1357,930018,24746,8473,767650,24462,8715,1976,1058,84558,0,6537,0,1844,587120,749488,99
,三多里,1226,777344,16623,5227,573954,27721,20234,4325,934,118865,106,7696,0,1658,425882,629271,276
,東山里,1023,759587,16832,6617,488556,24367,29372,2619,893,178711,0,5207,0,6414,362870,634772,642
,西山里,4,2778,167,14,2549,23,14,0,0,0,0,11,0,0,2009,2238,0
,樂山里,409,327437,3887,2807,234585,17163,3960,751,200,61522,0,2253,30,279,182124,274951,520
,東園里,450,343259,12021,6313,240070,13632,20243,1017,464,46735,0,1585,0,1181,183749,286939,8
,西園里,490,332727,8483,1598,243536,11718,10614,1305,197,49142,0,2926,130,3080,183991,273099,535
,南園里,4470,5347574,72275,93410,4013457,162630,92904,69442,15642,710801,4580,91938,1077,19418,3423776,4758651,7947
,北園里,632,446907,18150,2050,305223,22082,21172,1791,311,70264,0,3334,0,2531,227235,368919,92
,柑園里,2888,3701041,32298,54310,2653039,133347,75015,38996,5284,615132,11114,66416,771,15320,2271735,3319493,6133
,樹南里,1305,1071004,11138,14856,842539,41925,14634,2311,1910,133717,182,5925,0,1866,672255,900720,891
,樹德里,1093,962148,11217,11054,673245,41644,13061,2508,764,196145,1316,9262,0,1933,535959,826743,200
,樹人里,1038,877112,9726,10335,631801,37431,16347,1127,1894,158970,138,8168,128,1047,499515,744819,789
,保安里,1916,1516282,25533,24648,1198852,62264,25373,4716,1548,157309,2342,11376,301,2020,965025,1282458,1432
,三福里,1094,721481,6875,5279,589123,29806,12745,2477,1879,63488,23,6181,344,3260,453978,586222,930
,三興里,1135,693517,16048,5289,592707,20033,10110,552,618,41707,2,5773,0,677,447305,548115,337
,大同里,1009,829651,12317,11038,647185,36245,12294,2891,698,96369,39,5871,0,4704,511717,694333,509
,彭福里,1497,1158057,24934,16325,935453,36192,10854,5805,986,115263,923,9262,0,2059,738626,961235,228
,東陽里,1734,1250823,40312,11324,1037947,40347,9931,3049,1165,93928,18,10000,248,2552,808113,1020876,991
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,東昇里,1500,1142697,17556,13611,880715,41509,20481,1969,1040,153282,119,10467,0,1949,687700,949682,620
,和平里,1137,742733,15364,14524,584653,27896,16171,2055,915,73050,123,5438,153,2390,448496,606720,546
,圳福里,1306,875060,12630,14515,728006,26296,18394,3135,1636,60734,165,8280,7,1262,562997,710044,585
,圳安里,1080,751559,17362,3606,578658,25310,20042,1469,915,96879,0,6075,0,1244,438205,611106,264
,樹興里,1108,882127,10481,10127,722643,36201,10791,1698,723,75972,21,11586,0,1885,580668,740529,302
,彭興里,1623,1039403,16624,9676,900806,28661,7018,1405,904,64910,0,5822,0,3577,690166,828763,477
,文林里,1554,1221317,12192,23389,995495,38965,10639,8577,1425,115400,1154,10769,0,3312,788908,1014730,525
,光興里,1080,709720,14600,7138,584337,21392,8349,1592,828,64696,243,4888,165,1492,443514,568898,476
,金寮里,1229,853168,16908,10435,695336,24848,16711,3632,1369,77942,0,3648,0,2339,534673,692506,111
,中山里,1434,1089292,16018,15674,887748,36235,14498,1232,1245,100206,1428,13645,23,1340,697610,899154,448
,山佳里,1692,1224446,27429,14181,1025488,29555,23274,4993,1072,83674,627,11533,393,2227,799420,998276,1541
,育英里,944,801283,9686,14515,618655,38801,20515,1009,1119,82450,0,12479,237,1819,500604,684632,1061
,樹福里,1215,1287611,21729,23556,877187,62646,52442,7602,1044,225215,36,13803,305,2045,728074,1138498,1242
,中華里,993,695479,5895,9497,595827,17548,10226,2304,878,45340,0,6416,0,1549,463685,563337,361
,太順里,805,511156,7602,1765,436160,13596,2770,878,569,44065,26,3414,0,311,333051,408047,202
,圳民里,838,591750,21098,4070,447108,20956,20974,2236,689,68648,0,3917,0,2053,339881,484699,124
,圳生里,635,469167,15344,1987,253764,19946,18466,1506,405,153273,46,3420,0,1010,178819,394223,56
,三龍里,718,483728,12017,6017,325087,21547,19984,3379,323,92963,0,1803,0,606,243115,401774,230
,其　他,2,1234,0,0,1234,0,0,0,0,0,0,0,0,0,1018,1018,0
,合　計,51162,41858716,693440,540428,32039938,1518370,855343,214791,57964,5360791,27117,430817,4705,115013,25499724,35324898,34862
中和區,中原里,1697,1692869,31099,35084,1223676,61753,75319,13235,1218,220068,2955,20519,415,7528,1006573,1475412,2083
,平河里,2939,2720675,23244,38477,2167861,99404,42932,9150,3859,291928,3915,34254,1611,4041,1787858,2340260,5635
,力行里,2012,1952365,13951,28567,1596732,83915,20832,10256,1677,161594,3458,23914,30,7438,1338318,1693915,1914
,枋寮里,1145,997826,10984,15333,788566,49366,24644,6473,1079,78538,1177,12189,18,9461,655151,864371,1499
,廟美里,1387,1240855,7688,21126,860886,53806,41425,6155,1918,227327,2107,11050,493,6874,695145,1075114,1621
,瓦󼍕里,1642,1514164,18337,18632,1210867,59975,20646,15155,1425,144696,5791,11053,530,7057,1008201,1311501,3098
,積穗里,2720,2477349,24762,42176,1978858,91681,71096,12390,2528,205908,4460,31006,274,12208,1629612,2128103,2812
,瑞穗里,737,591860,5150,11126,491649,26846,11865,1904,821,34270,968,5632,89,1541,402817,502614,1379
,灰󼍕里,194,147733,1647,2082,116975,6557,3845,656,102,12793,737,849,0,1491,92803,123561,80
,錦和里,1690,1674600,24765,18089,1249579,51118,32439,3719,1763,272217,278,13464,243,6926,1022502,1447523,3213
,內南里,1486,1136862,16162,16188,915016,43013,13905,1579,1108,117704,58,9342,210,2577,728172,949891,1069
,外南里,1392,1147086,15256,22679,946738,42857,11907,3631,1105,83011,788,17624,606,885,775975,976516,1800
,頂南里,954,810416,5809,8817,673394,35699,7539,1526,859,62400,3710,6935,0,3729,550545,687567,244
,橫路里,87,55558,1300,75,40592,2184,3887,103,9,6972,0,250,0,186,30393,45359,19
,連和里,872,850086,9108,9967,660201,40643,22389,3541,1174,90573,692,8567,747,2482,555027,744893,3365
,漳和里,1168,1405304,13679,33253,848377,64065,27385,13113,1335,375747,6723,17396,154,4076,707252,1264178,1607
,秀山里,1433,1185738,13569,13707,992751,50660,7410,2572,1446,92011,550,7900,397,2764,813943,1006925,2017
,員山里,1972,1831713,27961,19792,1466786,65564,41833,8916,2394,177387,911,13551,354,6263,1215032,1579937,1980
,安樂里,1246,1422300,9438,24916,1091056,98544,25073,2145,1539,138986,6784,17403,414,6003,937189,1268189,2216
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,壽德里,1346,1174684,12754,9480,976559,56815,10175,3918,1249,89166,207,11336,304,2721,803392,1001397,1447
,新南里,2800,2960379,23298,54005,2422809,140261,30509,12754,4768,211206,3746,36278,897,19847,2056341,2593968,6526
,崇南里,1316,1185200,7642,15540,976322,57476,12574,1903,1349,85377,637,16660,640,9078,805818,1013685,2900
,東南里,1248,987737,4717,17883,781644,77539,12345,2493,968,71432,2331,11174,1418,3792,641196,846034,3666
,秀明里,1632,1571098,10878,30243,1197357,126652,29176,5435,1633,129293,1711,26282,1202,11238,1012935,1384550,4666
,安平里,2040,2365047,14711,54100,1782499,141109,58165,23944,3136,234587,4477,26909,904,20505,1542833,2125082,5586
,景平里,1869,1749226,15341,48483,1415907,78990,20961,6802,1548,116078,807,34232,386,9691,1191913,1525110,3408
,嘉穗里,862,621360,10266,8626,504092,27778,11004,3588,999,47584,100,4736,443,2144,402012,519261,1853
,景安里,1579,1379819,11626,13112,1130629,67013,33171,8777,1452,92215,1665,14212,525,5423,937099,1186264,2157
,連城里,2019,1857632,29177,20171,1459257,99954,26680,8820,2079,179570,5111,21960,357,4496,1209535,1607902,3210
,福美里,1344,1011827,11940,11183,811866,46413,9020,2003,1630,106717,44,9419,391,1199,650209,849998,1441
,安和里,1119,1178863,9185,10799,929419,62475,10728,1744,1506,128730,2274,16042,397,5563,796908,1046352,1977
,中安里,1639,1830084,9951,43677,1399688,108974,61312,8942,1764,160329,1882,20435,65,13064,1210450,1638130,2265
,泰安里,1104,1030589,9529,13428,747871,54177,23965,2385,1101,161638,583,10722,211,4979,616582,898931,1299
,華南里,1625,1579978,10877,12822,1268390,61096,16266,11627,2685,151903,5494,31624,105,7090,1062488,1373488,2267
,秀峰里,1421,1225811,11751,28519,1005841,52353,11951,2396,1356,89875,248,11323,448,9751,832024,1051731,2282
,秀水里,1073,777677,9252,13120,644379,39018,6344,3081,661,42779,613,10275,1185,6971,518651,651997,2744
,景南里,963,836619,7183,10283,615351,44548,15862,2067,968,123592,433,7949,545,7838,503013,724150,1716
,復興里,1583,1227561,11827,18873,1026401,62635,11834,2721,1278,74193,573,10299,1046,5881,835041,1036133,3200
,和興里,1403,1345751,18822,13962,1052809,63513,23693,4908,1403,128921,4160,28890,739,3931,880869,1173724,3479
,南山里,1809,1939429,10184,15032,1573118,88080,19336,4238,1580,176505,223,28930,1087,21116,1343350,1709589,4219
,景新里,1100,887515,7523,15790,722880,46742,35149,2122,1022,43691,142,9987,35,2432,590617,755252,955
,景福里,1787,1617024,11107,25025,1266613,82162,42145,7706,1314,144221,1458,19594,2142,13536,1057829,1407975,5684
,清穗里,938,696368,6153,10879,594072,23028,8210,999,1117,41789,0,5967,327,3827,476349,578643,884
,佳和里,1485,1332685,14210,19250,1039325,57572,15801,39050,1261,118059,5253,18160,2618,2125,861200,1154561,5461
,德穗里,1355,1200348,13260,11364,939586,56784,11732,4222,1329,144323,275,16181,29,1262,773220,1034178,554
,嘉新里,1163,850425,12116,7588,714958,31219,9575,1794,740,61676,437,7054,0,3270,568064,703521,291
,建和里,1065,836300,10031,8246,681334,47939,12464,1131,893,63149,610,8826,174,1503,554748,709714,907
,仁和里,1280,921978,8891,13642,769719,31091,14639,891,1219,69230,9,8006,46,4597,611949,763407,748
,秀景里,2114,2048226,21240,32754,1677353,98888,27275,6106,3700,152787,2240,20314,722,4846,1414255,1785060,4136
,中正里,1209,864522,10448,11925,725595,29369,16138,2767,947,52566,0,9441,0,5326,575817,714744,838
,福善里,1356,1082896,10928,24741,878742,46226,17142,3225,811,89961,748,6195,0,4177,716940,921130,732
,福真里,1267,1020229,7237,13004,818002,41115,17618,8791,1017,98546,356,9473,275,4794,662596,864823,1410
,秀仁里,1071,1005245,17150,14975,810743,50980,7774,3705,1214,84055,1445,8478,806,3920,673738,868176,2499
,忠孝里,1435,1061010,21551,18629,876450,48259,13846,2749,1604,64532,636,9139,310,3303,698142,882227,2368
