"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,宏亮里,1014,825316,17575,13906,667659,27650,10655,3302,602,66871,2822,14067,0,207,541089,698746,191
,六苓里,915,874837,15072,8512,734570,29716,11244,2008,690,62927,1305,8571,0,224,616361,756628,200
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,40123,32524009,601141,364269,26859382,1099973,326379,100125,26723,2644529,93871,390806,1061,15749,21798627,27464371,13519
鳳山區,成功里,191,153627,3333,5782,93330,14060,18638,414,56,16186,0,1558,0,270,75112,135410,183
,和德里,653,600702,11598,15697,482468,22352,8895,2386,321,49322,731,6598,0,335,399448,517680,242
,和興里,1483,1288713,28655,18693,963337,70880,25982,6110,718,145083,2085,26632,325,213,789708,1115085,1196
,南興里,266,223367,6287,3546,146475,20423,18999,2639,163,22253,0,2562,0,21,121399,198291,154
,鎮南里,1411,1271156,19268,20472,841548,47835,62517,3910,688,258717,1520,13962,0,720,681164,1109433,364
,興仁里,1023,807226,12010,16049,611974,53389,34869,1176,743,66861,778,7978,86,1313,498661,693842,1020
,鳳崗里,373,330466,2093,5245,262399,29631,7876,648,287,20548,0,1758,0,-19,220353,288420,391
,曹公里,651,587547,7027,14519,439915,42765,11580,2470,397,60698,135,7548,228,264,367583,514947,1025
,鎮北里,2025,1606042,38292,15742,1340369,56290,19998,9789,2050,97868,1469,23220,189,765,1082994,1348172,1415
,縣衙里,243,195829,3259,5694,134528,18085,11988,336,180,19885,350,1087,0,436,109932,171233,39
,文山里,1762,1525574,24421,38644,1181872,66358,34857,10485,1273,147539,3421,15970,18,718,972594,1316286,1591
,文英里,1030,854752,9694,16881,694035,35187,13922,1736,542,75900,631,6117,0,107,569635,730352,571
,中和里,1058,941544,8767,19887,724902,53888,9794,8148,1025,96014,3682,12861,0,2577,600361,817003,508
,忠義里,1428,1348153,21101,49694,999825,67944,31389,6957,1296,150343,2042,12859,84,4619,826329,1173089,1490
,誠義里,1372,1388356,21491,17088,1159640,66266,12101,5274,982,90713,677,13382,58,685,975460,1204168,934
,縣口里,127,108968,1673,8567,71702,9152,5853,68,24,11439,0,322,0,166,61109,98374,59
,光明里,396,425656,16239,15863,260362,20812,30212,1346,142,74245,0,3918,0,2516,220923,386217,219
,三民里,327,293706,8200,8420,203356,20514,16281,332,311,31440,159,3670,0,1023,171052,261402,318
,鎮東里,582,423554,9788,5555,326128,24287,9175,1987,336,39770,247,5927,0,354,260660,358055,257
,鎮西里,1417,1264525,20614,36542,867133,67952,28699,3500,862,222589,2862,11642,0,2130,707897,1105289,1046
,興中里,280,259816,6031,2944,220626,9917,2532,1508,217,12119,385,3407,0,130,184805,223995,42
,中正里,858,587648,7141,10106,473439,50917,3590,1752,771,28919,522,7918,98,2474,377571,491783,620
,新興里,425,354569,17536,10147,244466,23201,11644,1099,702,41901,0,3828,0,47,200856,310316,44
,埤頂里,1766,1341329,18542,16683,1116035,75750,12017,3502,2581,72386,956,22520,53,304,897188,1122482,1311
,過埤里,3978,3574332,90465,44655,2963526,106169,24177,17228,2670,278061,1922,41372,0,4087,2431150,3041956,1210
,生明里,581,433311,6197,15352,357628,25397,3229,445,346,19840,223,4438,175,40,286503,362186,549
,誠德里,518,390481,7741,4149,334003,20190,1140,1115,318,18132,454,3190,0,47,271236,327714,259
,瑞竹里,1406,1126471,23105,22448,867799,72281,15425,3943,759,85301,1767,29653,114,3876,703452,962120,1053
,老爺里,1987,1442558,36793,18275,1201533,53024,15580,3879,1377,95048,2746,13059,38,1206,966681,1207706,923
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,五福里,913,730766,19759,16602,565535,32855,15248,1039,456,69931,1711,7303,0,327,457727,622958,269
,海光里,891,620172,15651,4435,511949,35452,3912,1146,1343,38619,597,6297,0,771,406161,514384,327
,協和里,1180,1079471,15394,19491,903965,47550,7535,2104,841,70984,3034,7972,150,452,761973,937479,1152
,忠誠里,946,753621,17346,7545,614179,27176,9761,2052,758,62472,188,10299,0,1847,496619,636062,225
,北門里,1052,743034,23509,9123,595839,28878,8756,3835,576,64110,1163,6465,0,780,473536,621046,313
,富甲里,463,307443,8064,4618,250637,11618,7335,453,226,20709,69,3651,0,61,197801,254607,45
,南成里,2432,2007089,51598,24205,1691851,56042,14409,11989,1743,132424,707,20989,0,1133,1374150,1689395,595
,東門里,1439,1039611,16714,28785,840016,58804,10137,7467,627,60596,1317,14715,24,410,670527,870110,574
,一甲里,993,704711,16981,8014,571400,28727,12195,1261,437,53732,1252,10311,0,400,457519,590830,144
,正義里,1752,1337994,33565,18705,1091369,48628,19470,2873,928,103453,1663,15592,0,1748,874367,1120991,152
,武漢里,1448,1150732,18350,20773,952337,56863,7318,2586,936,76917,2057,10622,278,1697,777446,975842,1480
,新甲里,888,728985,14973,10354,602859,29889,7341,2149,566,48417,1938,9447,0,1050,493107,619424,306
,福興里,1649,1162082,19902,9444,982772,44697,7383,999,899,85260,1612,9000,0,115,782655,961965,343
,福誠里,1190,1058675,19767,17795,856517,43344,7384,14853,1310,74534,2755,20211,0,205,706896,909054,382
,瑞興里,1388,1195953,16628,20284,954156,64068,11480,2406,1079,111274,1174,12833,13,560,779349,1021134,507
,國泰里,1169,879987,12504,5680,743247,39805,2435,1743,565,61075,1967,10423,0,543,605402,742141,457
,新強里,1612,1486905,26858,25248,1208452,61064,14046,4396,1209,128912,700,15586,0,434,1004162,1282615,741
,天興里,1008,770452,9038,15248,608609,30986,6522,976,1039,87170,530,9733,197,403,487960,649778,1178
,鳳東里,1757,1533937,36216,17333,1250882,68995,11815,4172,4043,122068,1938,14242,322,1909,1024716,1307764,1183
,忠孝里,1648,1361461,19316,18932,1111418,73354,9490,1522,1341,110898,1990,11001,57,2141,908706,1158749,1391
,文德里,2950,3142055,38212,107209,2344831,135579,62986,20329,2291,373445,9781,30905,1160,15327,1974917,2771589,6378
,文華里,2511,2294679,43426,68466,1763882,129218,31653,10068,1641,209680,3605,29481,0,3560,1460934,1990370,1280
,國光里,1057,723802,5846,9522,622313,28767,4420,3517,586,42063,508,5798,90,373,501192,602681,1035
,國隆里,758,511277,4133,3754,442459,16004,4517,869,611,31871,2972,3869,0,218,354151,422969,274
,新富里,1204,921187,23935,15620,767668,31926,4019,1707,1026,62982,1449,10585,0,271,619374,772893,415
,大德里,1307,1021027,14453,7141,878106,31209,3505,1693,857,71677,346,11940,0,101,710329,853250,536
,武松里,737,565417,10601,12240,442485,26968,5900,3401,523,52559,3826,6428,0,487,356429,479403,164
,文衡里,1388,1359526,28667,25741,1072501,56007,22233,7954,1239,126829,3975,13601,148,630,891371,1178396,1098
,文福里,3002,2785198,56840,64286,2199410,111946,33503,11307,2565,260102,13851,27275,27,4087,1817149,2402937,2183
,誠信里,568,408707,8100,6771,352221,20201,1226,1258,242,13172,303,4827,183,205,281012,337498,830
,誠智里,758,568323,13405,9909,453252,32482,2796,1562,469,46861,289,7159,37,103,361219,476286,431
,國富里,880,773636,12125,14040,652522,32049,6351,4792,720,43042,292,7449,8,245,541902,663016,579
,武慶里,741,590321,12913,8029,462804,23809,11901,2195,582,59783,2945,5122,0,238,371287,498804,654
,海洋里,1170,1018408,21262,19627,813192,45049,8258,6390,699,88611,4167,10467,40,646,669087,874303,537
,新武里,660,503048,9755,6479,425988,18172,4072,2104,558,28786,1714,4600,0,820,344053,421113,161
,新樂里,1388,1253923,18682,27050,1040623,47724,9444,3964,1019,91879,1825,11332,0,381,860732,1074032,714
,新泰里,1233,1075365,20127,19490,896596,38791,12336,2336,1218,65685,2335,11730,0,4721,738422,915289,180
,中崙里,721,529845,8287,3648,459602,25720,2710,888,369,23662,1026,3920,0,12,366139,436383,136
,中榮里,1121,774446,18611,6243,668769,18845,3811,3656,631,42510,1554,9083,0,734,528505,634165,419
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,中民里,1192,838340,14031,7443,728025,20954,2639,1404,712,52569,1192,9109,0,262,576644,686959,138
,二甲里,1376,1051435,37089,16359,846879,36461,4698,5286,631,87159,3332,13148,0,393,675259,879815,82
,龍成里,831,623960,12988,8624,516561,25001,5900,955,571,46402,281,6565,87,24,418783,526182,658
,富榮里,727,595359,8348,9390,489811,22537,10231,1398,801,45154,159,7003,0,528,398544,504092,130
,善美里,1639,1413888,25265,25322,1024725,46170,15107,3201,1015,258488,1482,11770,0,1345,823388,1212137,792
,南和里,732,586693,17010,10366,427537,25075,17478,727,595,81288,1527,4861,264,-35,342547,501360,857
,福祥里,808,706823,14873,30358,493687,26295,12515,702,526,115914,293,10413,0,1247,398414,611550,144
,保安里,1899,1785173,39330,25115,1463199,60059,12128,21878,1581,140780,29,19779,0,1294,1199257,1521242,831
,其　他,5,1975,0,0,1647,301,0,0,0,4,0,22,0,0,1234,1561,2
,合　計,88798,74226894,1437808,1354200,59243636,3267030,1013269,299742,67335,6495632,123179,833887,4550,86626,48354869,63329609,52437
鳥松區,鳥松里,3230,6127434,166038,75159,2858375,174460,90811,18256,2604,2699290,3013,33177,311,5940,2470132,5738517,6818
,夢裡里,1587,2502442,31666,93459,1406072,112380,70648,14320,1194,746552,4617,13269,234,8030,1226150,2322709,3747
,大華里,3471,6477343,181004,169422,2936905,271337,140760,23978,2760,2620285,11027,41572,585,77709,2547252,6087269,6702
,仁美里,1587,1158862,46847,11847,894581,43254,25417,7212,858,114961,210,12195,277,1204,701870,966102,1601
,坔埔里,973,825809,19930,9134,612679,32592,22267,1605,514,109995,441,15453,0,1199,495538,708668,375
,大竹里,182,137774,2510,2272,110238,6840,2645,0,40,11587,170,1470,0,1,87481,115016,161
,華美里,1072,890906,18755,12176,686572,37796,8949,3853,469,109184,191,11875,184,901,555577,759900,1508
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,12102,18120570,466750,373469,9505423,678657,361496,69226,8439,6411855,19669,129011,1591,94985,8083998,16698182,20912
仁武區,仁武里,1523,1135918,37522,20231,894900,52360,24041,4047,1076,84610,921,15257,51,903,713741,954759,1071
,文武里,2524,1952955,79923,22412,1520147,61522,21384,3881,1356,217405,61,23455,18,1390,1197416,1630236,705
,竹後里,565,376853,14596,4563,277681,12279,9961,4562,191,49178,164,3639,0,39,210873,310045,105
,八卦里,4675,4093441,117537,58350,3325248,132676,45918,27119,3734,326606,3823,49176,676,2578,2708511,3476519,3665
,大灣里,1125,899164,19884,8987,707865,24467,21598,6931,833,89018,574,14652,0,4356,568864,760157,205
,灣內里,2000,1716471,60192,25766,1345920,49980,21747,8792,1545,177244,2033,21106,1450,697,1085774,1456326,2930
,考潭里,745,585106,25988,10735,418196,31971,22142,3663,410,64956,2740,4007,162,138,332193,499018,621
,烏林里,941,610889,19489,5677,490318,20640,12122,981,497,53636,0,6350,52,1128,372323,492894,441
,仁福里,162,141934,6417,2654,78576,7895,4541,333,241,33636,0,7590,0,53,60459,123817,223
,高楠里,437,266278,3797,4680,219924,11692,1575,1087,265,19888,641,2659,0,72,169382,215737,42
,後安里,645,425411,21881,2925,333456,12568,7596,1075,503,40978,0,4150,0,279,252279,344234,126
,中華里,388,228671,4497,3514,198276,4848,623,417,438,12408,0,3649,0,0,148809,179204,99
,五和里,1188,863022,26785,6580,716134,21291,6563,4056,1046,64749,1952,12941,0,927,563621,710510,250
,仁和里,1144,1075723,27765,18929,783490,43290,25302,5049,766,152803,84,14431,168,3647,640406,932639,733
,赤山里,1688,1519011,43899,23486,1163037,51423,22153,5210,1222,187138,1661,14865,11,4908,945715,1301689,564
,仁慈里,726,739262,20832,18500,522591,36899,23665,2913,534,94812,1030,17212,110,165,436536,653207,916
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,20476,16630111,531004,237987,12995759,575798,270929,80115,14655,1669065,15684,215137,2697,21280,10406903,14040990,12694
大社區,大社里,1403,1095687,19007,31148,872825,48006,17980,3071,859,88271,1043,13427,0,49,704115,925104,450
,嘉誠里,193,112987,5195,2515,81784,4452,7194,29,63,10335,0,1421,0,0,60985,92189,29
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,保社里,859,667822,14335,13395,529228,21070,14686,2641,415,64860,683,6443,0,66,417197,555528,435
,翠屏里,483,356829,6539,9312,269690,16764,7814,903,229,38531,499,5116,0,1431,212314,299453,31
,三奶里,684,471579,9474,6865,390281,18138,10097,935,912,27496,723,6390,0,268,306656,387956,82
,觀音里,1460,1125944,25778,15459,912068,46224,17988,5152,1592,83799,1543,15369,0,972,727265,940122,333
,神農里,1255,942693,25096,9083,736509,42524,18276,2320,976,87047,59,20147,0,655,583722,789909,345
,中里里,823,594575,8978,3619,496510,17868,5306,837,640,53885,0,6441,0,492,391219,489563,113
,保安里,920,683445,12834,6739,579087,27872,5513,407,692,40982,84,8423,262,550,460385,564739,713
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,8080,6051561,127235,98133,4867981,242918,104855,16295,6379,495207,4635,83177,262,4484,3863860,5044563,2531
大樹區,大樹里,541,371854,9764,5097,305382,12711,2360,94,160,31582,1224,3385,0,95,237687,304158,90
,九曲里,1179,780791,14663,6994,669111,30158,4657,1297,522,43676,199,8927,0,589,519498,631178,113
,久堂里,1065,767640,23705,10706,633267,36044,8827,1516,535,39039,1834,10545,0,1621,503080,637468,332
,水安里,618,431053,2089,26579,351092,18132,2186,1830,270,24867,70,3443,168,327,274685,354647,902
,水寮里,556,400314,6615,2219,339244,13611,4143,548,392,24631,1019,7534,0,356,267218,328288,207
,井腳里,314,227289,2853,3688,194891,9857,912,135,102,11054,120,3677,0,0,154175,186573,77
,小坪里,326,235046,8049,533,197523,9611,928,324,46,15687,0,1671,624,50,157292,194815,1362
,龍目里,343,236627,3707,2985,193271,8331,818,125,322,25319,24,1701,0,25,151057,194412,9
,竹寮里,746,530633,17006,3858,394859,25301,3441,869,407,77896,63,6529,39,363,302644,438417,351
,檨腳里,844,587285,10731,13478,500726,23861,3596,661,613,27800,334,5169,0,317,397187,483746,183
,興山里,203,127873,14450,1363,97921,4547,160,118,33,8457,0,824,0,0,72768,102719,3
,和山里,186,109156,1342,1231,97587,3808,175,35,44,3852,0,1060,0,21,75011,86580,5
,姑山里,215,149564,2421,610,131979,5375,330,89,128,5552,0,2703,0,379,103266,120851,19
,大坑里,297,205287,4544,2942,171544,8735,1140,531,66,14125,0,1524,0,137,134579,168323,40
,三和里,205,237523,5403,8000,171300,8575,5983,1446,289,33852,189,2205,0,280,145207,211437,415
,溪埔里,395,303492,7608,2125,261534,12721,1219,339,137,15036,0,2714,0,59,210854,253085,103
,興田里,395,242071,4738,1835,190702,12971,1899,34,93,21575,0,8150,0,74,148310,200069,534
,統嶺里,145,91112,7270,977,59635,5389,2432,259,68,13706,0,1348,0,28,45548,77025,66
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,8573,6034610,146957,95219,4961569,249739,45204,10249,4227,437708,5077,73110,831,4720,3900066,4973792,4812
大寮區,大寮里,1688,1168421,41836,12560,913096,36553,17030,2363,942,129383,706,11158,264,2529,701855,957181,875
,義仁里,439,307490,8451,2062,261861,9426,2069,418,166,20017,397,2559,0,63,205692,251320,92
,新厝里,364,258297,12887,6188,201224,8696,3258,611,136,20683,1166,3427,0,20,156761,213833,183
,會結里,338,247279,5518,1056,197111,5284,1090,156,143,33923,0,2980,0,17,155380,205547,38
,潮寮里,644,442198,6452,3719,380867,12644,9166,428,557,22557,0,5703,0,105,297334,358660,206
,拷潭里,370,241750,3942,4954,198112,7724,5511,383,142,18651,0,2141,0,191,153667,197305,37
,山頂里,1884,1367794,24470,24197,1145381,55944,13112,2759,907,82535,429,16841,0,1218,908820,1131233,590
,三隆里,1123,817427,23634,6899,651098,29693,10588,1962,675,84659,1151,5901,227,940,511029,677359,615
,永芳里,1848,1370092,28678,22632,1096517,50886,35745,2612,944,114138,1037,15189,0,1713,866103,1139690,583
,昭明里,916,606448,11282,5624,516267,18913,6122,459,300,40671,373,6044,39,355,399860,489558,355
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,內坑里,1317,1060266,39122,20911,731485,27157,13509,1845,566,216034,536,8504,0,598,564344,893158,386
,上寮里,582,474577,9342,5247,358677,12042,5572,550,287,77977,0,4800,0,82,284612,400902,161
,會社里,1390,1046470,21842,14834,845744,48202,11344,2338,760,87796,1287,10636,0,1686,678142,878868,580
,後庄里,1955,1703080,58155,27210,1163258,53425,22513,2929,1095,354738,491,17615,949,703,917820,1457643,2306
,翁園里,998,738975,28002,4644,619334,22506,5865,986,522,50552,358,5906,0,299,488361,608003,54
,琉球里,1072,793908,38818,10919,622206,24625,9923,6748,418,70069,306,7893,146,1838,486640,655557,570
,江山里,462,336800,9738,3482,260667,13114,9268,800,193,37408,72,1976,0,82,201798,277930,48
,溪寮里,367,276728,17895,3468,199206,8577,4066,341,148,40135,858,1904,0,132,155119,232641,37
,義和里,498,344884,15306,8788,265281,18469,3209,1021,356,29241,214,2637,0,363,207454,287180,205
,前庄里,616,455562,6227,3604,381212,22172,2534,570,389,32969,393,5289,0,203,303367,377717,161
,中庄里,2873,2003885,52510,28282,1624507,87044,18199,4952,1247,162447,1536,21549,0,1611,1273864,1653672,670
,過溪里,671,829261,49880,5442,334881,16290,10759,772,243,405890,404,4630,0,70,253260,747640,9
,忠義里,100,62810,1492,1336,51540,2056,297,104,91,5260,0,623,0,10,40209,51478,0
,光武里,17,8731,343,5,7344,209,3,0,0,739,0,87,0,0,5549,6936,0
,中興里,1676,1219105,19666,21549,998766,63754,8612,5198,1020,87179,1332,11533,0,494,794138,1014476,593
,其　他,1,8237,0,0,8228,2,0,0,0,0,0,7,0,0,8120,8129,0
,合　計,24209,18190475,535489,249613,14033873,655407,229364,41304,12248,2225650,13046,177532,1626,15323,11019298,15173617,9353
林園區,林園里,960,736648,10962,7610,605241,34774,10586,982,832,50026,693,13723,0,1219,488432,619839,273
,溪州里,1053,730323,15894,4727,632581,18860,2292,1207,900,43056,349,10247,0,209,495233,592975,35
,潭頭里,681,511824,9688,5722,432177,15601,3025,2903,431,33278,1335,7662,0,2,345106,424753,272
,中厝里,700,482725,7869,4727,421159,14130,1728,231,176,27550,34,5103,0,17,331104,392670,132
,林內里,411,290011,5218,1483,253771,7866,1328,151,292,15496,0,3643,0,764,200573,236813,73
,王公里,1196,947169,17286,9762,811489,27087,7843,377,715,53776,591,17939,24,279,656911,792781,318
,林家里,344,264938,2537,629,237390,6976,990,385,251,11560,754,3286,0,182,192339,219888,218
,龔厝里,539,383529,2926,4619,339118,8753,941,228,355,19752,459,6284,0,95,268834,313245,30
,中門里,633,465280,17601,1214,388723,13711,1314,1004,257,35142,157,5055,1,1101,307336,383894,261
,頂厝里,1230,896983,19395,5144,790895,22996,4814,1673,596,36899,1420,12483,0,668,632131,738219,66
,港嘴里,441,292333,4639,1630,255104,7237,662,236,180,18414,294,3900,0,37,198685,235914,8
,西溪里,831,535008,8711,4551,470311,11911,1133,390,605,29123,362,7053,0,858,364533,429230,29
,中芸里,467,312968,3394,3549,275624,9487,1175,91,243,13830,385,4930,0,260,216842,254186,21
,鳳芸里,448,316266,3416,3324,276032,9089,754,35,417,17564,0,5475,0,160,218150,258384,12
,東汕里,200,129300,1638,655,115520,2465,794,279,139,4980,59,2769,0,1,91083,104863,112
,西汕里,138,86820,1822,42,79079,2177,29,0,89,2722,0,861,0,0,61869,69610,11
,北汕里,364,250768,6420,1021,218434,6904,111,300,159,13577,0,3477,360,4,173395,205729,695
,東林里,764,584420,15056,9601,470422,26447,11034,1720,344,35687,380,13339,0,391,377148,491147,119
,港埔里,443,321490,3114,4994,276516,10433,607,81,134,19075,0,6495,0,42,220928,265901,4
,仁愛里,883,734619,12779,9523,613296,33007,7514,679,367,44708,2039,10429,279,2,503213,624536,650
,文賢里,589,441614,5157,4053,363910,13707,5554,533,386,39792,466,7287,176,593,292167,369871,538
,廣應里,981,733427,11484,12524,635502,21870,2824,615,562,36340,529,10839,0,337,506806,604731,155
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,五福里,612,399004,16905,2499,331207,7625,2039,467,246,32590,0,4982,0,444,256804,324601,19
,中汕里,504,332379,5062,1772,302293,6852,708,252,222,9337,0,5814,0,68,238157,268243,69
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,15412,11179846,208974,105375,9595794,339962,69797,14820,8896,644275,10307,173075,840,7731,7637779,9222023,4119
岡山區,岡山里,1393,1209627,25476,39530,800799,57350,28858,3743,838,238308,966,11557,157,2043,640896,1049720,1290
,維仁里,309,236059,6228,4655,152195,14615,20982,1183,398,30743,0,3224,45,1792,123522,207387,336
,壽天里,1098,2862141,22649,16652,712552,76405,20976,2248,1562,1982499,2826,14254,143,9376,582305,2731884,710
,後紅里,1286,1065532,20912,18073,807031,58780,14232,5909,637,128215,808,10104,86,745,637826,896327,610
,程香里,1393,1127161,25310,16092,902384,60189,11402,2073,795,90982,321,16068,0,1543,721077,945854,317
,嘉興里,1092,795862,34563,5004,599860,36780,26753,691,551,79832,0,11042,0,785,463687,659689,220
,華崗里,434,319693,20185,3609,214820,10995,7761,111,247,60487,0,1307,0,172,159240,264113,13
,潭底里,211,128931,6832,2067,99129,5628,4318,393,58,9598,0,764,0,145,71924,101726,6
,石潭里,534,472111,9192,6642,321462,23870,5396,765,301,98710,489,4966,0,317,253361,404009,312
,福興里,296,201542,4603,1265,156439,12478,2066,159,115,22077,209,2125,0,7,121078,166181,1
,忠孝里,792,621908,9864,18261,454739,65377,6865,2321,902,56210,98,6416,0,855,365940,533108,206
,平安里,409,330776,7700,15071,220223,24860,16985,398,297,41730,0,1904,0,1608,181245,291799,144
,前峰里,844,666039,15882,12539,470229,33559,9319,2388,522,110325,133,8837,0,2306,368744,564554,212
,後協里,1702,1255956,17961,15819,1015076,78786,7520,2548,1246,100995,954,14040,0,1011,806195,1047075,390
,竹圍里,2262,1863646,39356,28119,1444170,85625,29473,1594,1335,209271,2646,20117,0,1940,1144725,1564578,453
,協和里,1132,886773,20884,9549,661013,54498,6921,565,793,124420,584,7313,0,231,521223,746983,120
,劉厝里,394,310820,8267,4884,245617,17439,6186,175,268,17660,6158,3473,0,692,198536,263738,17
,灣裡里,608,485908,11647,1889,368974,20773,10392,1946,324,64843,108,4428,0,584,289382,406316,159
,白米里,551,389648,7830,3791,327996,15003,3632,238,405,25442,17,5139,0,155,255216,316869,33
,大遼里,395,274369,10248,2077,222154,10093,3466,122,393,22876,42,2308,0,590,174786,227007,13
,臺上里,1761,1827064,37373,13136,1100452,55449,14558,1570,894,585988,1667,13036,7,2934,860980,1587589,556
,信義里,583,473604,5316,1301,404257,34197,3261,303,356,21676,0,2514,0,422,331407,400760,266
,大莊里,237,261239,2423,1976,111697,6261,2974,368,175,133490,0,1566,0,309,83371,232913,1
,嘉峰里,512,372448,9089,3802,296208,14832,3645,569,413,39941,0,3150,0,798,227013,303252,34
,和平里,117,92239,1777,4435,71573,5247,1123,651,59,6447,0,928,0,0,57009,77675,7
,三和里,227,143720,4344,1561,106170,6770,1271,245,74,22008,0,1115,0,162,78534,116084,45
,本洲里,517,419680,8069,2927,295492,11810,3943,2708,242,89093,0,4290,0,1105,228830,353018,158
,仁壽里,1111,1126033,24574,22165,649239,82348,26304,4014,1606,297259,1003,13440,149,3932,522052,998847,1121
,協榮里,669,508753,7008,4665,414215,39053,4319,624,289,31993,898,5226,0,464,332875,427457,265
,碧紅里,1253,1007526,25955,13521,740244,59484,16330,2414,512,134253,1433,11010,0,2369,587636,854918,359
,爲隨里,181,123614,4314,555,86216,4846,2089,889,80,21803,0,2728,0,93,63062,100461,25
,壽峰里,777,646184,10181,12387,481183,37153,6299,555,392,88360,327,7991,92,1266,384118,549119,611
,仁義里,563,416615,2331,3823,303682,62606,1720,860,343,33688,663,5957,47,897,244647,357535,589
,其　他,7,2605,0,0,1817,726,0,0,2,35,0,24,0,0,1217,2005,0
,合　計,25650,22925828,468343,311845,15259309,1183888,331337,45341,17422,5021256,22349,222364,726,41648,12083658,19750548,9597
"表166-E(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：高 雄 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
茄萣區,嘉定里,244,153170,11432,693,123761,7971,99,1279,110,5336,0,2269,0,219,95012,124421,40
,嘉安里,429,242611,5793,2531,210032,6631,680,457,299,12218,0,3153,0,817,159894,192474,68
,保定里,737,443925,10722,5429,375879,15396,1793,1681,677,28092,141,3438,0,680,288362,356409,46
,嘉福里,204,104924,1102,2187,92021,3312,963,0,102,4418,0,631,0,188,68272,81175,0
,福德里,218,141044,4005,484,111379,4134,360,114,128,19193,0,1215,0,32,85245,114911,3
,和協里,250,150818,3384,1594,133459,6448,278,287,148,4240,0,971,0,7,103123,120482,6
,萬福里,190,120823,4939,1453,97185,4341,1771,7,129,9998,0,950,0,49,74608,98246,9
,吉定里,239,158594,1542,1088,140542,4412,403,299,199,7045,976,1543,0,545,111137,129190,14
,白雲里,390,239664,5955,1310,209056,6443,1452,36,527,13101,0,1569,0,213,161710,192317,31
,光定里,210,118445,2750,2668,97148,4950,1428,79,115,8518,0,788,0,0,73379,94675,0
,嘉賜里,952,615909,16496,5184,509316,24145,3169,709,951,48773,0,6371,42,753,394168,500761,393
,崎漏里,960,620483,20139,9999,517493,18737,2271,817,986,41330,0,8370,73,270,400001,502919,565
,大定里,253,159515,4433,2059,130827,5015,2660,380,477,12383,0,1219,0,61,102879,131567,20
,嘉泰里,267,154953,3585,1827,130370,7277,286,126,357,9726,0,1177,0,221,101503,126085,14
,嘉樂里,483,280253,2628,2343,243459,11451,598,817,375,16684,96,1688,0,113,185480,222274,29
